job_id,family,proof_scope,mask_weight,mask_positions,mask_hex,symbolic_payload_bits,assertions,command,status,result,counterexample_id
bch-symbolic-mask-0612,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,7;23,00000000000000800080,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0612,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0613,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,7;24,00000000000001000080,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0613,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0614,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,7;25,00000000000002000080,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0614,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0615,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,7;26,00000000000004000080,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0615,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0616,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,7;27,00000000000008000080,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0616,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0617,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,7;28,00000000000010000080,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0617,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0618,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,7;29,00000000000020000080,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0618,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0619,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,7;30,00000000000040000080,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0619,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0620,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,7;31,00000000000080000080,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0620,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0621,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,7;32,00000000000100000080,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0621,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0622,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,7;33,00000000000200000080,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0622,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0623,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,7;34,00000000000400000080,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0623,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0624,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,7;35,00000000000800000080,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0624,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0625,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,7;36,00000000001000000080,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0625,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0626,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,7;37,00000000002000000080,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0626,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0627,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,7;38,00000000004000000080,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0627,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0628,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,7;39,00000000008000000080,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0628,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0629,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,7;40,00000000010000000080,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0629,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0630,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,7;41,00000000020000000080,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0630,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0631,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,7;42,00000000040000000080,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0631,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0632,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,7;43,00000000080000000080,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0632,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0633,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,7;44,00000000100000000080,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0633,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0634,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,7;45,00000000200000000080,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0634,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0635,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,7;46,00000000400000000080,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0635,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0636,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,7;47,00000000800000000080,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0636,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0637,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,7;48,00000001000000000080,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0637,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0638,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,7;49,00000002000000000080,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0638,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0639,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,7;50,00000004000000000080,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0639,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0640,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,7;51,00000008000000000080,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0640,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0641,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,7;52,00000010000000000080,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0641,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0642,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,7;53,00000020000000000080,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0642,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0643,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,7;54,00000040000000000080,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0643,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0644,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,7;55,00000080000000000080,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0644,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0645,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,7;56,00000100000000000080,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0645,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0646,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,7;57,00000200000000000080,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0646,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0647,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,7;58,00000400000000000080,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0647,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0648,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,7;59,00000800000000000080,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0648,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0649,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,7;60,00001000000000000080,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0649,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0650,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,7;61,00002000000000000080,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0650,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0651,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,7;62,00004000000000000080,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0651,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0652,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,7;63,00008000000000000080,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0652,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0653,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,7;64,00010000000000000080,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0653,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0654,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,7;65,00020000000000000080,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0654,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0655,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,7;66,00040000000000000080,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0655,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0656,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,7;67,00080000000000000080,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0656,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0657,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,7;68,00100000000000000080,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0657,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0658,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,7;69,00200000000000000080,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0658,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0659,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,7;70,00400000000000000080,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0659,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0660,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,7;71,00800000000000000080,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0660,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0661,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,7;72,01000000000000000080,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0661,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0662,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,7;73,02000000000000000080,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0662,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0663,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,7;74,04000000000000000080,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0663,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0664,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,7;75,08000000000000000080,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0664,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0665,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,7;76,10000000000000000080,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0665,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0666,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,7;77,20000000000000000080,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0666,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0667,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,8;9,00000000000000000300,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0667,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0668,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,8;10,00000000000000000500,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0668,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0669,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,8;11,00000000000000000900,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0669,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0670,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,8;12,00000000000000001100,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0670,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0671,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,8;13,00000000000000002100,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0671,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0672,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,8;14,00000000000000004100,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0672,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0673,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,8;15,00000000000000008100,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0673,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0674,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,8;16,00000000000000010100,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0674,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0675,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,8;17,00000000000000020100,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0675,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0676,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,8;18,00000000000000040100,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0676,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0677,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,8;19,00000000000000080100,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0677,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0678,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,8;20,00000000000000100100,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0678,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0679,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,8;21,00000000000000200100,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0679,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
bch-symbolic-mask-0680,BCH_78_64_T2,arbitrary_symbolic_payload_and_fixed_error_mask,2,8;22,00000000000000400100,64,data;corrected_codeword;correction_mask;S1_S2_S3_S4;detected;corrected;uncorrectable;latency_0,python3 scripts/gate03r/prove_exact_identity.py --proof-job bch-symbolic-mask-0680,PASS,affine payload cancels from S1..S4; exact locator returns the fixed mask; corrected systematic word equals encode(payload),
